speech_sequence_idx,speech_sequence_path,speaker_id,text_embedding_idx,text,audio_event_idx,audio_file_path,audio_start_time,audio_stop_time,audio_sample_rate,audio_start_sample,audio_stop_sample,n_audio_samples,speech_frame_start,speech_frame_stop,speech_frame_count,speech_feature_dim
91,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,107,当天蒙蒙亮，,108,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,10.835000,11.139000,12000,130020,133668,3648,2291,2305,14,1024
92,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,108,有个奇怪的声音轻轻把我喊醒的时候，,109,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,11.149000,12.140000,12000,133788,145680,11892,2305,2354,49,1024
93,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,109,你们可以想象我有多么惊讶。,110,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,12.149000,12.889000,12000,145788,154668,8880,2354,2390,36,1024
94,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,110,这个声音说：,111,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,12.896000,13.202000,12000,154752,158424,3672,2390,2405,15,1024
95,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,111,“对不起……,112,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,13.208000,13.389000,12000,158496,160668,2172,2405,2413,8,1024
96,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,112,请给我画只绵羊！”,113,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,13.394000,13.827000,12000,160728,165924,5196,2413,2434,21,1024
97,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,113,“嗯！”,114,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,13.833000,13.889000,12000,165996,166668,672,2434,2436,2,1024
98,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,114,“请给我画只绵羊……”,115,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,13.896000,14.327000,12000,166752,171924,5172,2436,2457,21,1024
99,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,115,我像遭了雷击似的，,116,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,14.335000,14.827000,12000,172020,177924,5904,2457,2481,24,1024
100,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,116,猛地一下子跳了起来。,117,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,14.835000,15.389000,12000,178020,184668,6648,2481,2508,27,1024
101,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,117,我使劲地揉了揉眼睛，,118,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,15.396000,15.952000,12000,184752,191424,6672,2508,2535,27,1024
102,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,118,仔细地看了看。,119,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,15.960000,16.327000,12000,191520,195924,4404,2535,2553,18,1024
103,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,119,只见一个从没见过的小人儿，,120,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,16.335000,17.077000,12000,196020,204924,8904,2553,2589,36,1024
104,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,120,正一本正经地看着我呢。,121,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,17.087000,17.702000,12000,205044,212424,7380,2589,2619,30,1024
105,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,121,后来我给他画了一幅非常出色的肖像，,122,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,17.711000,18.702000,12000,212532,224424,11892,2619,2668,49,1024
106,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,122,就是旁边的这幅。,123,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,18.710000,19.139000,12000,224520,229668,5148,2668,2689,21,1024
107,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,123,不过我的画，,124,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,19.146000,19.451000,12000,229752,233412,3660,2689,2704,15,1024
108,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,124,当然远远不及本人可爱。,125,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,19.458000,20.077000,12000,233496,240924,7428,2704,2734,30,1024
109,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,125,这不是我的错。,126,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,20.091000,20.452000,12000,241092,245424,4332,2734,2751,17,1024
110,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,126,我的画家生涯在六岁那年就让大人给断送了，,127,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,20.462000,21.639000,12000,245544,259668,14124,2751,2809,58,1024
111,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,127,除了画剖开和不剖开的蟒蛇，,128,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,21.650000,22.389000,12000,259800,268668,8868,2809,2845,36,1024
112,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,128,后来再没画过什么。,129,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,22.398000,22.889000,12000,268776,274668,5892,2845,2869,24,1024
113,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,129,我吃惊地瞪大眼睛瞧着他。,130,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,22.896000,23.576000,12000,274752,282912,8160,2869,2902,33,1024
114,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,130,你们别忘记，,131,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,23.585000,23.889000,12000,283020,286668,3648,2902,2916,14,1024
115,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,131,这儿离有人住的地方好远好远呢。,132,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,23.896000,24.764000,12000,286752,297168,10416,2916,2959,43,1024
116,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,132,可是这个小人儿，,133,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,24.772000,25.201000,12000,297264,302412,5148,2959,2980,21,1024
117,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,133,看上去并不像迷了路，,134,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,25.213000,25.764000,12000,302556,309168,6612,2980,3007,27,1024
118,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,134,也不像累得要命、饿得要命、渴得要命或怕得要命。,135,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,25.775000,27.014000,12000,309300,324168,14868,3007,3068,61,1024
119,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,135,他一点不像在远离人类,136,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,27.025000,27.639000,12000,324300,331668,7368,3068,3098,30,1024
120,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,136,居住的沙漠里迷路的孩子。,137,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,27.648000,28.326000,12000,331776,339912,8136,3098,3131,33,1024
121,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,137,等我总算说得出话时，,138,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,28.333000,28.889000,12000,339996,346668,6672,3131,3158,27,1024
122,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,138,我对他说：,139,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,28.894000,29.139000,12000,346728,349668,2940,3158,3170,12,1024
123,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,139,“可是……,140,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,29.144000,29.264000,12000,349728,351168,1440,3170,3175,5,1024
124,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,140,你在这儿干吗？”,141,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,29.270000,29.638000,12000,351240,355656,4416,3175,3193,18,1024
125,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,141,他轻声轻气地又说了一遍，,142,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,29.647000,30.326000,12000,355764,363912,8148,3193,3226,33,1024
126,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,142,好像那是件很要紧的事情：,143,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,30.338000,31.014000,12000,364056,372168,8112,3226,3259,33,1024
127,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,143,后来我给他画了这幅非常出色的肖像“对不起……,144,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,31.025000,32.201000,12000,372300,386412,14112,3259,3317,58,1024
128,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,144,请给我画一只绵羊……”,145,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,32.213000,32.701000,12000,386556,392412,5856,3317,3341,24,1024
129,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,145,受到神秘事物强烈冲击时，,146,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,32.710000,33.388000,12000,392520,400656,8136,3341,3374,33,1024
130,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,146,一个人是不敢不听从的。,147,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,33.396000,34.013000,12000,400752,408156,7404,3374,3404,30,1024
131,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,147,尽管在我看来，,148,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,34.022000,34.388000,12000,408264,412656,4392,3404,3422,18,1024
132,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,148,离一切有人居住的地方远而又远，,149,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,34.398000,35.263000,12000,412776,423156,10380,3422,3465,43,1024
133,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,149,又处于死亡的威胁之下，,150,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,35.277000,35.888000,12000,423324,430656,7332,3465,3495,30,1024
134,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,150,在这儿想到画画真是匪夷所思，,151,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,35.904000,36.701000,12000,430848,440412,9564,3495,3534,39,1024
135,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,151,可我还是从口袋里掏出一张纸、一支钢笔。,152,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,36.714000,37.763000,12000,440568,453156,12588,3534,3586,52,1024
136,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,152,但我想起我只学了地理、历史、算术和语法，,153,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,37.778000,38.826000,12000,453336,465912,12576,3586,3638,52,1024
137,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,153,所以我就（有点没好气地）对那小人儿说，,154,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,38.837000,39.826000,12000,466044,477912,11868,3638,3687,49,1024
138,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,154,我不会画画。,155,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,39.833000,40.138000,12000,477996,481656,3660,3687,3702,15,1024
139,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,155,他回答说：,156,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,40.143000,40.388000,12000,481716,484656,2940,3702,3714,12,1024
140,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,156,“没关系。,157,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,40.393000,40.575000,12000,484716,486900,2184,3714,3722,8,1024
141,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,157,请给我画一只绵羊。”,158,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,40.582000,41.075000,12000,486984,492900,5916,3722,3746,24,1024
142,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,158,我因为从没画过绵羊，,159,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,41.086000,41.638000,12000,493032,499656,6624,3746,3773,27,1024
143,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,159,就在我只会画的两张图画里挑一张给他画了：,160,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,41.648000,42.826000,12000,499776,513912,14136,3773,3831,58,1024
144,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,160,没剖开的蟒蛇图。,161,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,42.836000,43.263000,12000,514032,519156,5124,3831,3852,21,1024
145,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,161,可我听到小人儿下面说的话，,162,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,43.270000,44.013000,12000,519240,528156,8916,3852,3888,36,1024
146,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,162,简直惊呆了：,163,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,44.020000,44.326000,12000,528240,531912,3672,3888,3903,15,1024
147,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,163,“不对！不对！,164,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,44.332000,44.575000,12000,531984,534900,2916,3903,3914,11,1024
148,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,164,我不要在蟒蛇肚子里的大象。,165,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,44.584000,45.326000,12000,535008,543912,8904,3914,3950,36,1024
149,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,165,蟒蛇很危险，大象呢，,166,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,45.334000,45.825000,12000,544008,549900,5892,3950,3974,24,1024
150,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,166,太占地方。在我那儿，,167,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,45.832000,46.325000,12000,549984,555900,5916,3974,3998,24,1024
151,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,167,什么都是小小的。,168,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,46.332000,46.763000,12000,555984,561156,5172,3998,4019,21,1024
152,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,168,我要的是一只绵羊。,169,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_2.wav,46.769000,47.263000,12000,561228,567156,5928,4019,4043,24,1024
